NR_CONTA;10006
DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;SALDO;SLD. CONCIL"
31/12/2025;;;;;;;;;65.000,83;-1.089.358,15
10/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223724;148,25;;107.446,21
10/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223731;348,25;;107.794,46
10/02/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;974,13;;108.768,59
10/02/2026;75;TRANSFERENCIA ENTRE CONTAS;TAXA REF A 4 BOLETOS;Sim;Dinheiro;;;3,92;108.764,67
10/02/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;101,22;;108.865,89
10/02/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;196,44;;109.062,33
10/02/2026;95;C TED-TRANSF ELET DISPON;DIF PAG;Sim;Outro documento;;0,02;;109.062,35
10/02/2026;910;PAGAMENTO EM DINHEIRO;100 202 601 1 KLEITO;Sim;Dinheiro;;;3.402,11;105.660,24
10/02/2026;910;PAGAMENTO EM DINHEIRO;12 022 602 1 REDECAR;Sim;Dinheiro;;;84,45;105.575,79
10/02/2026;910;PAGAMENTO EM DINHEIRO;5 959 2 CREDI SHOP S;Sim;Dinheiro;;;50,00;105.525,79
10/02/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;817,06;;106.342,85
10/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;319,23;;106.662,08
10/02/2026;75;TRANSFERENCIA ENTRE CONTAS;TAXA SOBRE BOLETOS;Sim;Dinheiro;;;0,98;106.661,10
10/02/2026;910;PAGAMENTO EM DINHEIRO;45 176 1 KALUNGA SA;Sim;Dinheiro;;;199,80;106.461,30
10/02/2026;910;PAGAMENTO EM DINHEIRO;804 125 1 IFOOD COM;Sim;Dinheiro;;;375,98;106.085,32
10/02/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;95,61;;106.180,93
10/02/2026;95;C TED-TRANSF ELET DISPON;DIF CARTAO;Sim;Outro documento;;2,34;;106.183,27
10/02/2026;75;TRANSFERENCIA ENTRE CONTAS;PROBLEMA ARQUIVO GETNET BAIXANDO NO DIA ERRADO;Sim;Outro documento;;;507,57;105.675,70
10/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;93,95;;105.769,65
10/02/2026;910;PAGAMENTO EM DINHEIRO;791 476 1 SERVICO AU;Sim;Dinheiro;;;31,50;105.738,15
10/02/2026;910;PAGAMENTO EM DINHEIRO;798 312 1 CABO SERVI;Sim;Dinheiro;;;152,38;105.585,77
10/02/2026;910;PAGAMENTO EM DINHEIRO;798 251 1 CABO SERVI;Sim;Dinheiro;;;130,66;105.455,11
10/02/2026;910;PAGAMENTO EM DINHEIRO;798 302 1 CABO SERVI;Sim;Dinheiro;;;130,66;105.324,45
10/02/2026;910;PAGAMENTO EM DINHEIRO;45 464 6 JRNET PROVE;Sim;Dinheiro;;;149,90;105.174,55
10/02/2026;910;PAGAMENTO EM DINHEIRO;798 246 1 CLARO NXT;Sim;Dinheiro;;;198,93;104.975,62
10/02/2026;910;PAGAMENTO EM DINHEIRO;798 360 1 ALGAR TELE;Sim;Dinheiro;;;95,66;104.879,96
10/02/2026;910;PAGAMENTO EM DINHEIRO;800 502 1 SMARTLINK;Sim;Dinheiro;;;139,60;104.740,36
10/02/2026;910;PAGAMENTO EM DINHEIRO;800 505 1 CLARO NXT;Sim;Dinheiro;;;89,55;104.650,81
10/02/2026;910;PAGAMENTO EM DINHEIRO;800 567 1 INFORWAY I;Sim;Dinheiro;;;70,00;104.580,81
10/02/2026;910;PAGAMENTO EM DINHEIRO;800 508 1 PROXXIMA T;Sim;Dinheiro;;;89,51;104.491,30
TOTAL DIA;;;;;;;13.872,27 ;7.627,31;104.491,30;-1.063.093,53
11/02/2026;888;TRANSF. CTAS (C);CTA ORIG  10 018;Sim;Dinheiro;110226;2.397,48;;106.888,78
11/02/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;407;165,63;;107.054,41
11/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;110.226/1;;1,40;107.053,01
11/02/2026;1040;LIQUIDACAO DE CARTAO;101436173 ELO CREDITO DE CARTAO;Sim;Dinheiro;223887;571,01;;107.624,02
11/02/2026;1040;LIQUIDACAO DE CARTAO;102670897 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;223888;108,63;;107.732,65
11/02/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;835,93;;108.568,58
11/02/2026;1040;LIQUIDACAO DE CARTAO;100651755 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;223933;387,07;;108.955,65
11/02/2026;1040;LIQUIDACAO DE CARTAO;101436173 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;223934;352,30;;109.307,95
11/02/2026;1040;LIQUIDACAO DE CARTAO;101436173 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;223935;133,08;;109.441,03
11/02/2026;1040;LIQUIDACAO DE CARTAO;101436602 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;223936;119,00;;109.560,03
11/02/2026;1040;LIQUIDACAO DE CARTAO;102670897 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;223937;130,18;;109.690,21
11/02/2026;1040;LIQUIDACAO DE CARTAO;102670897 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;223938;133,01;;109.823,22
11/02/2026;1040;LIQUIDACAO DE CARTAO;103953213 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;223939;2.841,71;;112.664,93
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223872;140,04;;112.804,97
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223879;270,57;;113.075,54
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223847;145,96;;113.221,50
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223947;269,84;;113.491,34
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223816;156,25;;113.647,59
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223894;65,25;;113.712,84
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223852;2.447,39;;116.160,23
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223899;100,36;;116.260,59
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223873;999,25;;117.259,84
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223857;272,50;;117.532,34
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223866;28,01;;117.560,35
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223903;103,41;;117.663,76
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223889;41,76;;117.705,52
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223896;230,13;;117.935,65
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223874;214,79;;118.150,44
11/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.396,98;;119.547,42
11/02/2026;910;PAGAMENTO EM DINHEIRO;796 505 1 COMPANHIA;Sim;Dinheiro;;;56,39;119.491,03
11/02/2026;910;PAGAMENTO EM DINHEIRO;798 353 1 CABO SERVI;Sim;Dinheiro;;;109,99;119.381,04
11/02/2026;910;PAGAMENTO EM DINHEIRO;1 002 202 601 1 CLEI;Sim;Dinheiro;;;1.852,87;117.528,17
11/02/2026;910;PAGAMENTO EM DINHEIRO;123 654 200 HERMELIN;Sim;Dinheiro;;;2.500,00;115.028,17
11/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223846;871,35;;115.899,52
11/02/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;224036;164,37;;116.063,89
11/02/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;224037;154,43;;116.218,32
11/02/2026;1298;AJUSTE NEGOCIACAO (D);15105053 ACERTO;Sim;Dinheiro;;;110,28;116.108,04
11/02/2026;1040;LIQUIDACAO DE CARTAO;15451189 GETNET CREDITO DE CARTAO;Sim;Dinheiro;224038;346,11;;116.454,15
11/02/2026;888;TRANSF. CTAS (C);CTA ORIG  20 010;Sim;Dinheiro;1102;11.205,00;;127.659,15
11/02/2026;888;TRANSF. CTAS (C);CTA ORIG  30 007;Sim;Dinheiro;1102;2.100,00;;129.759,15
11/02/2026;888;TRANSF. CTAS (C);CTA ORIG  40 001;Sim;Dinheiro;1102;860,00;;130.619,15
11/02/2026;95;C TED-TRANSF ELET DISPON;APORTE DE FABIO;Sim;Outro documento;;350,00;;130.969,15
11/02/2026;910;PAGAMENTO EM DINHEIRO;59 599 1 COOPERATIVA;Sim;Dinheiro;;;58,26;130.910,89
11/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.500,00;;132.410,89
11/02/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;328,22;;132.739,11
11/02/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;858,11;;133.597,22
11/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.448,71;;135.045,93
11/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;247,36;;135.293,29
11/02/2026;910;PAGAMENTO EM DINHEIRO;901 202 602 2 RAFAEL;Sim;Dinheiro;;;18.480,01;116.813,28
11/02/2026;910;PAGAMENTO EM DINHEIRO;901 202 604 2 58 301;Sim;Dinheiro;;;6.000,00;110.813,28
11/02/2026;910;PAGAMENTO EM DINHEIRO;901 202 606 2 ALLYSO;Sim;Dinheiro;;;4.768,45;106.044,83
11/02/2026;910;PAGAMENTO EM DINHEIRO;901 202 607 2 61 613;Sim;Dinheiro;;;5.601,01;100.443,82
11/02/2026;910;PAGAMENTO EM DINHEIRO;901 202 608 2 62 076;Sim;Dinheiro;;;8.460,02;91.983,80
11/02/2026;910;PAGAMENTO EM DINHEIRO;901 202 609 2 61 711;Sim;Dinheiro;;;7.822,44;84.161,36
11/02/2026;910;PAGAMENTO EM DINHEIRO;901 202 611 2 WALTER;Sim;Dinheiro;;;4.000,00;80.161,36
11/02/2026;910;PAGAMENTO EM DINHEIRO;901 2 63 798 770 YAG;Sim;Dinheiro;;;2.854,14;77.307,22
11/02/2026;910;PAGAMENTO EM DINHEIRO;1 002 202 601 1 RENA;Sim;Dinheiro;;;6.776,25;70.530,97
11/02/2026;910;PAGAMENTO EM DINHEIRO;901 202 605 2 60 671;Sim;Dinheiro;;;7.500,00;63.030,97
11/02/2026;910;PAGAMENTO EM DINHEIRO;801 319 1 SMARTLINK;Sim;Dinheiro;;;139,90;62.891,07
TOTAL DIA;;;;;;;35.491,18 ;77.091,41;62.891,07;-1.088.083,84
12/02/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;417;26,69;;62.917,76
12/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;120.226/1;;1,40;62.916,36
12/02/2026;888;TRANSF. CTAS (C);CTA ORIG  20 010;Sim;Dinheiro;1202;4.267,47;;67.183,83
12/02/2026;888;TRANSF. CTAS (C);CTA ORIG  30 007;Sim;Dinheiro;1202;3.100,00;;70.283,83
12/02/2026;910;PAGAMENTO EM DINHEIRO;402 202 601 1 LIGIA;Sim;Dinheiro;;;7.298,77;62.985,06
12/02/2026;910;PAGAMENTO EM DINHEIRO;402 202 601 1 CAIXA;Sim;Dinheiro;;;1.523,88;61.461,18
12/02/2026;910;PAGAMENTO EM DINHEIRO;902 202 601 1 JUSCEL;Sim;Dinheiro;;;560,00;60.901,18
12/02/2026;910;PAGAMENTO EM DINHEIRO;1 102 202 601 1 PLUX;Sim;Dinheiro;;;280,00;60.621,18
12/02/2026;910;PAGAMENTO EM DINHEIRO;5 555 9 TOTVS S A;Sim;Dinheiro;;;139,90;60.481,28
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223956;379,44;;60.860,72
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223959;219,33;;61.080,05
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224094;160,05;;61.240,10
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223932;67,08;;61.307,18
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224020;229,89;;61.537,07
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224026;219,33;;61.756,40
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223994;384,00;;62.140,40
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224015;56,77;;62.197,17
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224059;11,91;;62.209,08
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223996;173,41;;62.382,49
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223991;44,25;;62.426,74
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224093;361,35;;62.788,09
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223995;46,48;;62.834,57
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224091;39,25;;62.873,82
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224040;66,30;;62.940,12
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223970;60,08;;63.000,20
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224089;2.216,16;;65.216,36
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223985;260,93;;65.477,29
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223969;114,30;;65.591,59
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224090;149,60;;65.741,19
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223967;35,66;;65.776,85
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224028;2.112,78;;67.889,63
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224001;78,97;;67.968,60
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223971;31,96;;68.000,56
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224056;37,05;;68.037,61
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224061;3.376,05;;71.413,66
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224039;569,18;;71.982,84
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223958;687,21;;72.670,05
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224092;388,50;;73.058,55
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223968;29,33;;73.087,88
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223989;88,45;;73.176,33
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224004;3.003,69;;76.180,02
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223960;43,75;;76.223,77
12/02/2026;888;TRANSF. CTAS (C);CTA ORIG  70 001;Sim;Dinheiro;1202;907,84;;77.131,61
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;223955;108,50;;77.240,11
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224000;727,90;;77.968,01
12/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224072;287,25;;78.255,26
12/02/2026;1040;LIQUIDACAO DE CARTAO;103953213 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;224162;465,98;;78.721,24
12/02/2026;1040;LIQUIDACAO DE CARTAO;103953213 ELO CREDITO DE CARTAO;Sim;Dinheiro;224163;2.290,19;;81.011,43
12/02/2026;95;C TED-TRANSF ELET DISPON;DIFERENCA PGMTO DE BOLETO;Sim;Dinheiro;;0,17;;81.011,60
12/02/2026;1040;LIQUIDACAO DE CARTAO;100651755 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;224197;352,78;;81.364,38
12/02/2026;1040;LIQUIDACAO DE CARTAO;100651755 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;224198;574,63;;81.939,01
12/02/2026;1040;LIQUIDACAO DE CARTAO;101436173 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;224199;206,37;;82.145,38
12/02/2026;1040;LIQUIDACAO DE CARTAO;101436602 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;224200;1.128,95;;83.274,33
12/02/2026;1040;LIQUIDACAO DE CARTAO;101436602 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;224201;47,93;;83.322,26
12/02/2026;1040;LIQUIDACAO DE CARTAO;102670897 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;224202;439,78;;83.762,04
12/02/2026;1040;LIQUIDACAO DE CARTAO;102670897 VISA VISA ELECTRON CREDITO DE CARTAO;Sim;Dinheiro;224203;87,23;;83.849,27
12/02/2026;1040;LIQUIDACAO DE CARTAO;103953213 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;224204;5.405,98;;89.255,25
12/02/2026;950;ENT. CARTAO CREDITO;BAIXA CARTAO;Sim;Dinheiro;;1.140,17;;90.395,42
12/02/2026;910;PAGAMENTO EM DINHEIRO;1 302 1 REDECARD INS;Sim;Dinheiro;;;94,41;90.301,01
12/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;2.726,76;;93.027,77
12/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.459,37;;94.487,14
12/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;5.046,96;;99.534,10
12/02/2026;75;TRANSFERENCIA ENTRE CONTAS;TAXA SOBRE BOLETO;Sim;Dinheiro;;;0,98;99.533,12
12/02/2026;75;TRANSFERENCIA ENTRE CONTAS;TAXA SOBRE BOLETOS;Sim;Dinheiro;;;1,96;99.531,16
12/02/2026;75;TRANSFERENCIA ENTRE CONTAS;TAXA SOBRE BOLETOS;Sim;Dinheiro;;;1,96;99.529,20
12/02/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;224588;221,42;;99.750,62
12/02/2026;1299;AJUSTE NEGOCIACAO (C);15105053 ACERTO;Sim;Dinheiro;;110,70;;99.861,32
12/02/2026;1247;TARIFAS DA OPERADORA;15105053 AJUSTE  9993;Sim;Dinheiro;;;16,38;99.844,94
12/02/2026;95;C TED-TRANSF ELET DISPON;PROBLEMA ARQUIVO GETNET BAIXANDO NO DIA ERRADO;Sim;Outro documento;;16,38;;99.861,32
12/02/2026;889;TRANSF. CTAS (D);CTA DEST  60 003;Sim;Dinheiro;1202;;10.457,00;89.404,32
12/02/2026;889;TRANSF. CTAS (D);CTA DEST  60 001;Sim;Dinheiro;1202;;1.492,54;87.911,78
12/02/2026;910;PAGAMENTO EM DINHEIRO;901 202 601 2 AMANDA;Sim;Dinheiro;;;14.708,30;73.203,48
12/02/2026;910;PAGAMENTO EM DINHEIRO;798 387 1 CLARO NXT;Sim;Dinheiro;;;223,92;72.979,56
TOTAL DIA;;;;;;;46.889,89 ;36.801,40;72.979,56;-1.079.265,03
13/02/2026;1040;LIQUIDACAO DE CARTAO;101436173 MASTERCARD MAESTRO CREDITO DE CARTAO;Sim;Dinheiro;224109;87,23;;73.066,79
13/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;93,94;;73.160,73
13/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;856,19;;74.016,92
13/02/2026;994;CREDITO BX DE FATURA - BANCO;CREDITO BX  FAT  CLIENTE;Sim;Dinheiro;;1.188,18;;75.205,10
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224222;276,27;;75.481,37
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224195;337,45;;75.818,82
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224116;236,94;;76.055,76
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224147;130,65;;76.186,41
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224261;72,61;;76.259,02
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224290;49,98;;76.309,00
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224232;72,61;;76.381,61
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224186;272,10;;76.653,71
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224221;81,05;;76.734,76
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224187;79,85;;76.814,61
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224241;48,69;;76.863,30
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224312;163,15;;77.026,45
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224251;39,25;;77.065,70
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224220;331,35;;77.397,05
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224254;8,00;;77.405,05
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224165;51,65;;77.456,70
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224151;768,99;;78.225,69
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224127;76,14;;78.301,83
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224128;98,68;;78.400,51
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224184;25,11;;78.425,62
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224280;235,17;;78.660,79
13/02/2026;1296;BAIXA CARTEIRA DIGITAL;;Sim;Dinheiro;224255;98,13;;78.758,92
13/02/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;418;104,51;;78.863,43
13/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;130.226/1;;1,40;78.862,03
13/02/2026;1040;LIQUIDACAO DE CARTAO;15105053 GETNET CREDITO DE CARTAO;Sim;Dinheiro;224587;118,51;;78.980,54
13/02/2026;1298;AJUSTE NEGOCIACAO (D);15105053 ACERTO;Sim;Dinheiro;;;54,78;78.925,76
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;78.990,86
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,15;;79.056,01
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;79.121,11
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;79.186,21
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;79.251,31
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;79.316,41
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;79.381,51
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;79.446,61
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;79.511,71
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;79.576,81
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;79.641,91
13/02/2026;1299;AJUSTE NEGOCIACAO (C);15451189 ACERTO;Sim;Dinheiro;;65,10;;79.707,01
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.670,44
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,60;79.633,84
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.597,27
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.560,70
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.524,13
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.487,56
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.450,99
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.414,42
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.377,85
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.341,28
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.304,71
13/02/2026;1247;TARIFAS DA OPERADORA;15451189 AJUSTE  9993;Sim;Dinheiro;;;36,57;79.268,14
13/02/2026;910;PAGAMENTO EM DINHEIRO;12 022 026 1 LABORAT;Sim;Dinheiro;;;70,00;79.198,14
13/02/2026;910;PAGAMENTO EM DINHEIRO;1 102 202 602 1 CAIX;Sim;Dinheiro;;;292,78;78.905,36
